cluster_id,url_a,url_b,page_family_a,page_family_b,topic_cluster,title_token_overlap,heading_overlap,primary_intent_a,primary_intent_b,review_flag
TI-0095,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,ARTICLE,BUDDHISM_101,Four Noble Truths ↔ Noble Eightfold Path,0.5,0.0811,beginner explanation,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0096,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,ARTICLE,BUDDHISM_101,Beginner Buddhism,0.5,0.0811,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0097,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,ARTICLE,BUDDHISM_101,Beginner Buddhism ↔ Karma,0.5,0.0811,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0098,https://echobuddha.com/articles/what-is-karma-in-buddhism/,https://echobuddha.com/learn/buddhism-101/a-simple-daily-buddhist-practice/,ARTICLE,BUDDHISM_101,Karma ↔ Page-specific / unclustered,0.5,0.0811,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0099,https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,https://echobuddha.com/learn/buddhism-101/what-is-impermanence/,ARTICLE,BUDDHISM_101,Impermanence,0.5,0.0769,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0100,https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,https://echobuddha.com/learn/buddhist-dictionary/nirvana/,BUDDHISM_101,DICTIONARY_ENTRY,Buddhist Concepts,0.5,0.069,beginner explanation,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0101,https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,ARTICLE,BUDDHISM_101,Beginner Buddhism ↔ Buddhist Concepts,0.5,0.0571,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0102,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,ARTICLE,BUDDHISM_101,Noble Eightfold Path ↔ Buddhist Concepts,0.5,0.0556,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0103,https://echobuddha.com/articles/mindfulness-morning-routine/,https://echobuddha.com/meditation/meditation-for-beginners/,ARTICLE,MEDITATION_GUIDE,Mindfulness ↔ Meditation,0.5,0.0256,beginner explanation,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0104,https://echobuddha.com/articles/eightfold-path-explained-daily-life/,https://echobuddha.com/quotes/practice/eightfold-path-daily-choices/,ARTICLE,QUOTE_STORY,Noble Eightfold Path,0.5,0.0227,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0105,https://echobuddha.com/articles/walking-meditation-step-by-step/,https://echobuddha.com/meditation-guide/,ARTICLE,MEDITATION_GUIDE,Meditation,0.5,0.0208,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0106,https://echobuddha.com/articles/how-to-meditate-for-beginners/,https://echobuddha.com/meditation-guide/,ARTICLE,MEDITATION_GUIDE,Meditation,0.5,0.02,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0107,https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,https://echobuddha.com/meditation/meditation-for-beginners/,ARTICLE,MEDITATION_GUIDE,Mindfulness ↔ Meditation,0.5,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0108,https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,https://echobuddha.com/meditation/mindfulness-in-daily-life/,ARTICLE,MEDITATION_GUIDE,Mindfulness,0.5,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0109,https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,https://echobuddha.com/meditation/meditation-for-beginners/,ARTICLE,MEDITATION_GUIDE,Beginner Buddhism ↔ Meditation,0.5,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0110,https://echobuddha.com/articles/buddhist-approach-to-anger/,https://echobuddha.com/learn/buddhist-resources/,ARTICLE,LEARN_GUIDE,Anger ↔ Page-specific / unclustered,0.5,0,practical guide,script,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0111,https://echobuddha.com/articles/buddhist-teachings-on-impermanence/,https://echobuddha.com/learn/buddhist-resources/,ARTICLE,LEARN_GUIDE,Impermanence ↔ Page-specific / unclustered,0.5,0,practical guide,script,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0112,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,https://echobuddha.com/learn/buddhist-dictionary/compassion/,ARTICLE,DICTIONARY_ENTRY,Compassion,0.5,0,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0113,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,https://echobuddha.com/learn/buddhist-dictionary/mindfulness/,ARTICLE,DICTIONARY_ENTRY,Compassion ↔ Mindfulness,0.5,0,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0114,https://echobuddha.com/articles/dhammapada-reflection-trained-mind/,https://echobuddha.com/learn/dhammapada-reflections/peace-comes-from-a-trained-mind/,ARTICLE,LEARN_GUIDE,Dhamma / Dharma,0.5,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0115,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/learn/sutta-for-daily-life/magga-vibhanga-sutta-eightfold-path/,ARTICLE,LEARN_GUIDE,Noble Eightfold Path,0.5,0,practical guide,beginner explanation,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0116,https://echobuddha.com/articles/eightfold-path-explained-daily-life/,https://echobuddha.com/learn/sutta-for-daily-life/,ARTICLE,LEARN_GUIDE,Noble Eightfold Path ↔ Sutta Study,0.5,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0117,https://echobuddha.com/articles/eightfold-path-explained-daily-life/,https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,ARTICLE,LEARN_GUIDE,Noble Eightfold Path ↔ Right Speech,0.5,0,practical guide,source study,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0118,https://echobuddha.com/articles/metta-meditation-script/,https://echobuddha.com/meditation/loving-kindness-meditation/,ARTICLE,MEDITATION_GUIDE,Compassion,0.5,0,script,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0119,https://echobuddha.com/learn/buddhism-101/,https://echobuddha.com/learn/buddhist-dictionary/sutta/,BUDDHISM_101,DICTIONARY_ENTRY,Page-specific / unclustered ↔ Sutta Study,0.5,0,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0120,https://echobuddha.com/learn/buddhism-101/,https://echobuddha.com/learn/questions-about-buddhism/,BUDDHISM_101,LEARN_GUIDE,Page-specific / unclustered,0.5,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0121,https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,https://echobuddha.com/learn/eightfold-path/,BUDDHISM_101,LEARN_GUIDE,Noble Eightfold Path,0.5,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0122,https://echobuddha.com/learn/buddhism-101/what-is-mindfulness/,https://echobuddha.com/meditation/mindfulness-in-daily-life/,BUDDHISM_101,MEDITATION_GUIDE,Mindfulness,0.5,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0123,https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,https://echobuddha.com/meditation/meditation-for-beginners/,DICTIONARY_ENTRY,MEDITATION_GUIDE,Sutta Study ↔ Meditation,0.5,0,glossary lookup,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0124,https://echobuddha.com/learn/sutta-for-daily-life/,https://echobuddha.com/learn/sutta-for-daily-life/right-speech-in-daily-life/,LEARN_GUIDE,LEARN_GUIDE,Sutta Study ↔ Right Speech,0.5,0,practical guide,source study,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0125,https://echobuddha.com/learn/sutta-for-daily-life/,https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,LEARN_GUIDE,QUOTE_STORY,Sutta Study ↔ Compassion,0.5,0,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0126,https://echobuddha.com/learn/buddhism-101/five-precepts-buddhism/,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,BUDDHISM_101,BUDDHISM_101,Buddhist Ethics,0.4615,0.3448,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0127,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,ARTICLE,ARTICLE,Noble Eightfold Path,0.4615,0.3333,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0128,https://echobuddha.com/learn/buddhist-dictionary/anatta/,https://echobuddha.com/learn/buddhist-dictionary/nirvana/,DICTIONARY_ENTRY,DICTIONARY_ENTRY,Buddhist Concepts,0.4545,0.8462,glossary lookup,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0129,https://echobuddha.com/learn/buddhist-dictionary/anicca/,https://echobuddha.com/learn/buddhist-dictionary/sangha/,DICTIONARY_ENTRY,DICTIONARY_ENTRY,Impermanence ↔ Sangha,0.4545,0.8462,glossary lookup,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0130,https://echobuddha.com/learn/buddhist-dictionary/anatta/,https://echobuddha.com/learn/buddhist-dictionary/pali-canon/,DICTIONARY_ENTRY,DICTIONARY_ENTRY,Buddhist Concepts ↔ Sutta Study,0.4545,0.5,glossary lookup,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0131,https://echobuddha.com/quotes/impermanence/meet-change-softly/,https://echobuddha.com/quotes/wisdom/wise-silence/,QUOTE_STORY,QUOTE_STORY,Impermanence ↔ Right Speech,0.4545,0.4783,quote/reflection,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0132,https://echobuddha.com/articles/visiting-a-buddhist-temple-respectfully/,https://echobuddha.com/articles/what-is-buddhism-beginner-guide/,ARTICLE,ARTICLE,Page-specific / unclustered ↔ Beginner Buddhism,0.4545,0.4688,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0133,https://echobuddha.com/articles/first-week-buddhist-practice/,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,ARTICLE,ARTICLE,Beginner Buddhism ↔ Sangha,0.4545,0.4375,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0134,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,https://echobuddha.com/articles/how-to-meditate-for-beginners/,ARTICLE,ARTICLE,Meditation,0.4545,0.3659,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0135,https://echobuddha.com/articles/how-to-meditate-for-beginners/,https://echobuddha.com/articles/loving-kindness-meditation-guide/,ARTICLE,ARTICLE,Meditation ↔ Compassion,0.4545,0.3659,practical guide,script,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0136,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,https://echobuddha.com/learn/buddhism-101/what-is-buddhism/,BUDDHISM_101,BUDDHISM_101,Buddhist Ethics ↔ Beginner Buddhism,0.4545,0.32,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0137,https://echobuddha.com/learn/buddhism-101/right-livelihood-buddhism/,https://echobuddha.com/learn/buddhism-101/what-is-karma-in-buddhism/,BUDDHISM_101,BUDDHISM_101,Buddhist Ethics ↔ Karma,0.4545,0.32,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0138,https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,BUDDHISM_101,BUDDHISM_101,Buddhist Concepts,0.4545,0.2174,beginner explanation,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0139,https://echobuddha.com/articles/four-noble-truths-explained/,https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,ARTICLE,BUDDHISM_101,Four Noble Truths ↔ Buddhist Concepts,0.4545,0.119,beginner explanation,beginner explanation,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0140,https://echobuddha.com/articles/eightfold-path-explained/,https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,ARTICLE,BUDDHISM_101,Noble Eightfold Path ↔ Four Noble Truths,0.4545,0.0789,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0141,https://echobuddha.com/learn/buddhism-101/three-marks-of-existence/,https://echobuddha.com/learn/buddhist-dictionary/nirvana/,BUDDHISM_101,DICTIONARY_ENTRY,Page-specific / unclustered ↔ Buddhist Concepts,0.4545,0.0714,beginner explanation,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0142,https://echobuddha.com/learn/buddhism-101/five-aggregates-buddhism/,https://echobuddha.com/learn/buddhist-dictionary/anicca/,BUDDHISM_101,DICTIONARY_ENTRY,Buddhist Concepts ↔ Impermanence,0.4545,0.069,beginner explanation,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0143,https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,https://echobuddha.com/learn/buddhism-101/middle-way-explained-for-beginners/,ARTICLE,BUDDHISM_101,Beginner Buddhism ↔ Buddhist Concepts,0.4545,0.0571,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0144,https://echobuddha.com/articles/how-to-meditate-for-anxiety/,https://echobuddha.com/quotes/mindfulness/ground-yourself-gently/,ARTICLE,QUOTE_STORY,Meditation ↔ Mindfulness,0.4545,0.0465,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0145,https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,https://echobuddha.com/quotes/wisdom/understanding-suffering-honestly/,BUDDHISM_101,QUOTE_STORY,Four Noble Truths,0.4545,0.0357,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0146,https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,https://echobuddha.com/quotes/compassion/kindness-as-quiet-practice/,ARTICLE,QUOTE_STORY,Mindfulness ↔ Compassion,0.4545,0.0238,practical guide,quote/reflection,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0147,https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,https://echobuddha.com/learn/buddhist-dictionary/anatta/,ARTICLE,DICTIONARY_ENTRY,Beginner Buddhism ↔ Buddhist Concepts,0.4545,0,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0148,https://echobuddha.com/articles/first-week-buddhist-practice/,https://echobuddha.com/learn/buddhism-for-beginners/,ARTICLE,LEARN_GUIDE,Beginner Buddhism,0.4545,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0149,https://echobuddha.com/articles/five-precepts-in-daily-life/,https://echobuddha.com/learn/sutta-for-daily-life/,ARTICLE,LEARN_GUIDE,Buddhist Ethics ↔ Sutta Study,0.4545,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0150,https://echobuddha.com/articles/noble-eightfold-path-practical-guide/,https://echobuddha.com/learn/sutta-for-daily-life/,ARTICLE,LEARN_GUIDE,Noble Eightfold Path ↔ Sutta Study,0.4545,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0151,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,https://echobuddha.com/learn/buddhism-for-beginners/,ARTICLE,LEARN_GUIDE,Sangha ↔ Beginner Buddhism,0.4545,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0152,https://echobuddha.com/articles/what-is-sangha-buddhist-community/,https://echobuddha.com/learn/buddhist-dictionary/sangha/,ARTICLE,DICTIONARY_ENTRY,Sangha,0.4545,0,practical guide,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0153,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,https://echobuddha.com/learn/buddhism-for-beginners/,BUDDHISM_101,LEARN_GUIDE,Buddhist Concepts ↔ Beginner Buddhism,0.4545,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0154,https://echobuddha.com/learn/buddhism-101/dependent-origination-explained/,https://echobuddha.com/learn/four-noble-truths/,BUDDHISM_101,LEARN_GUIDE,Buddhist Concepts ↔ Four Noble Truths,0.4545,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0155,https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,https://echobuddha.com/learn/buddhism-for-beginners/,BUDDHISM_101,LEARN_GUIDE,Buddhist Concepts ↔ Beginner Buddhism,0.4545,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0156,https://echobuddha.com/learn/buddhism-101/five-hindrances-in-buddhism/,https://echobuddha.com/learn/four-noble-truths/,BUDDHISM_101,LEARN_GUIDE,Buddhist Concepts ↔ Four Noble Truths,0.4545,0,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0157,https://echobuddha.com/learn/buddhist-dictionary/compassion/,https://echobuddha.com/learn/buddhist-dictionary/sati/,DICTIONARY_ENTRY,DICTIONARY_ENTRY,Compassion ↔ Mindfulness,0.4444,0.8462,glossary lookup,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0158,https://echobuddha.com/learn/buddhist-dictionary/karuna/,https://echobuddha.com/learn/buddhist-dictionary/nirvana/,DICTIONARY_ENTRY,DICTIONARY_ENTRY,Compassion ↔ Buddhist Concepts,0.4444,0.8462,glossary lookup,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0159,https://echobuddha.com/learn/buddhism-101/the-noble-eightfold-path-explained/,https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,BUDDHISM_101,BUDDHISM_101,Noble Eightfold Path ↔ Buddhist Concepts,0.4444,0.7143,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0160,https://echobuddha.com/learn/buddhism-101/the-four-noble-truths-explained/,https://echobuddha.com/learn/buddhism-101/the-three-jewels-explained/,BUDDHISM_101,BUDDHISM_101,Four Noble Truths ↔ Buddhist Concepts,0.4444,0.6,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0161,https://echobuddha.com/learn/buddhist-dictionary/anicca/,https://echobuddha.com/learn/buddhist-dictionary/sutta/,DICTIONARY_ENTRY,DICTIONARY_ENTRY,Impermanence ↔ Sutta Study,0.4444,0.5,glossary lookup,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0162,https://echobuddha.com/learn/buddhist-dictionary/dukkha/,https://echobuddha.com/learn/buddhist-dictionary/sutta/,DICTIONARY_ENTRY,DICTIONARY_ENTRY,Mindfulness ↔ Sutta Study,0.4444,0.5,glossary lookup,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0163,https://echobuddha.com/learn/buddhist-dictionary/metta/,https://echobuddha.com/learn/buddhist-dictionary/nirvana/,DICTIONARY_ENTRY,DICTIONARY_ENTRY,Compassion ↔ Buddhist Concepts,0.4444,0.4444,glossary lookup,glossary lookup,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0164,https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,https://echobuddha.com/articles/mindfulness-for-better-sleep/,ARTICLE,ARTICLE,Mindfulness,0.4444,0.3846,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0165,https://echobuddha.com/articles/buddhism-for-beginners-simple-guide/,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,ARTICLE,ARTICLE,Beginner Buddhism ↔ Compassion,0.4444,0.3571,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0166,https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,https://echobuddha.com/articles/loving-kindness-meditation-beginners/,ARTICLE,ARTICLE,Mindfulness ↔ Compassion,0.4444,0.3415,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
TI-0167,https://echobuddha.com/articles/beginning-a-daily-mindfulness-practice/,https://echobuddha.com/articles/compassion-as-a-daily-discipline/,ARTICLE,ARTICLE,Mindfulness ↔ Compassion,0.4444,0.3171,practical guide,practical guide,REQUIRES_PHASE_2_DIFFERENTIATION_REVIEW
