section label,content family,number of pages,percentage of family,fixed position?,substantive prose reused?,heading reused?,CTA reused?,value assessment,action
What Buddhism Is Not Reduced To,BUDDHISM_101,1,5.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
A Daily-Life Test of the Path,BUDDHISM_101,1,5.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
How to Continue Without Collecting Labels,BUDDHISM_101,1,5.3,NO,SEE_REPETITION_CLUSTERS,NO,POTENTIAL,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
What Is Impermanence?,BUDDHISM_101,1,5.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Anicca: Change in Conditioned Experience,BUDDHISM_101,1,5.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Impermanence Does Not Mean Nothing Matters,BUDDHISM_101,1,5.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Three Scales of Change,BUDDHISM_101,1,5.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
A Worked Example: Praise Turning Into Criticism,BUDDHISM_101,1,5.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Traditional Teaching and Modern Application,BUDDHISM_101,1,5.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
What Is Karma in Buddhism?,BUDDHISM_101,1,5.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Karma Means Intentional Action,BUDDHISM_101,1,5.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Karma Is Not Fate or Cosmic Punishment,BUDDHISM_101,1,5.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
How Repeated Choices Train the Mind,BUDDHISM_101,1,5.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
A Worked Example: Correcting Someone Without Punishing Them,BUDDHISM_101,1,5.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Responsibility Without Shame,BUDDHISM_101,1,5.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
What Is Mindfulness?,BUDDHISM_101,1,5.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
More Than Relaxation,BUDDHISM_101,1,5.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Who Was the Buddha?,BUDDHISM_101,1,5.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
"A Human Teacher, Not a Creator God",BUDDHISM_101,1,5.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Why His Story Still Matters,BUDDHISM_101,1,5.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Anatta,BUDDHIST_DICTIONARY,1,7.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Concise Definition,BUDDHIST_DICTIONARY,14,100.0,YES,SEE_REPETITION_CLUSTERS,YES,NO,REVIEWED_FAMILY_STRUCTURE,RETAIN_IF_USER_NEED_JUSTIFIES
Simple Meaning,BUDDHIST_DICTIONARY,12,85.7,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Meaning in Daily Life,BUDDHIST_DICTIONARY,12,85.7,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Related Teaching,BUDDHIST_DICTIONARY,10,71.4,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Nuance and Usage,BUDDHIST_DICTIONARY,12,85.7,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Reference Boundaries,BUDDHIST_DICTIONARY,14,100.0,YES,SEE_REPETITION_CLUSTERS,YES,NO,REVIEWED_FAMILY_STRUCTURE,RETAIN_IF_USER_NEED_JUSTIFIES
Traditional References,BUDDHIST_DICTIONARY,14,100.0,YES,SEE_REPETITION_CLUSTERS,YES,NO,REVIEWED_FAMILY_STRUCTURE,RETAIN_IF_USER_NEED_JUSTIFIES
Anicca,BUDDHIST_DICTIONARY,1,7.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Compassion,BUDDHIST_DICTIONARY,1,7.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Dhamma,BUDDHIST_DICTIONARY,1,7.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Simple Meaning of Dhamma,BUDDHIST_DICTIONARY,1,7.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Dhamma vs Dharma,BUDDHIST_DICTIONARY,1,7.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Dhamma in the Three Jewels,BUDDHIST_DICTIONARY,1,7.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Practice Meaning in Daily Life,BUDDHIST_DICTIONARY,1,7.1,NO,SEE_REPETITION_CLUSTERS,NO,POTENTIAL,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Common Misunderstandings,BUDDHIST_DICTIONARY,1,7.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Dukkha,BUDDHIST_DICTIONARY,1,7.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Karma,BUDDHIST_DICTIONARY,1,7.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Karuna,BUDDHIST_DICTIONARY,1,7.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Metta,BUDDHIST_DICTIONARY,1,7.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Meaning and Language,BUDDHIST_DICTIONARY,1,7.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
What Metta Is Not,BUDDHIST_DICTIONARY,1,7.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
How the Term Is Used in Practice,BUDDHIST_DICTIONARY,1,7.1,NO,SEE_REPETITION_CLUSTERS,NO,POTENTIAL,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Related Terms,BUDDHIST_DICTIONARY,1,7.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
A Daily-Life Example,BUDDHIST_DICTIONARY,1,7.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Mindfulness,BUDDHIST_DICTIONARY,1,7.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Nirvana,BUDDHIST_DICTIONARY,1,7.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Pali Canon,BUDDHIST_DICTIONARY,1,7.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Common Misunderstanding,BUDDHIST_DICTIONARY,2,14.3,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Sangha,BUDDHIST_DICTIONARY,1,7.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Sati,BUDDHIST_DICTIONARY,1,7.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Sutta,BUDDHIST_DICTIONARY,1,7.1,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Anger Can Become a Signal,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
The Choice in View,DAILY_REFLECTION,6,20.0,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Where the Choice Appears,DAILY_REFLECTION,6,20.0,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
A Response to Test,DAILY_REFLECTION,6,20.0,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
A Question to Keep,DAILY_REFLECTION,30,100.0,YES,SEE_REPETITION_CLUSTERS,YES,POTENTIAL,REVIEWED_FAMILY_STRUCTURE,RETAIN_IF_USER_NEED_JUSTIFIES
Safety Context,DAILY_REFLECTION,7,23.3,NO,SEE_REPETITION_CLUSTERS,YES,NO,LEGITIMATE_TRUST_OR_SAFETY,RETAIN_IF_USER_NEED_JUSTIFIES
Make It a Daily Practice,DAILY_REFLECTION,30,100.0,YES,SEE_REPETITION_CLUSTERS,YES,POTENTIAL,REVIEWED_FAMILY_STRUCTURE,RETAIN_IF_USER_NEED_JUSTIFIES
Begin Again Without Shame,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
The Reminder,DAILY_REFLECTION,2,6.7,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
When to Remember It,DAILY_REFLECTION,2,6.7,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Keep It Small,DAILY_REFLECTION,2,6.7,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Compassion Begins Nearby,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Where Relationship Becomes Practice,DAILY_REFLECTION,5,16.7,NO,SEE_REPETITION_CLUSTERS,YES,POTENTIAL,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
The Human Situation,DAILY_REFLECTION,5,16.7,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
A Relational Response,DAILY_REFLECTION,5,16.7,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Enough for This Moment,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
End the Day by Releasing,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
What the Day Can Teach,DAILY_REFLECTION,2,6.7,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
At the End of the Day,DAILY_REFLECTION,2,6.7,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Review Without a Trial,DAILY_REFLECTION,2,6.7,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Patience at Home,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Forgiveness Is Not Approval,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
The Question Beneath the Reaction,DAILY_REFLECTION,3,10.0,NO,SEE_REPETITION_CLUSTERS,YES,POTENTIAL,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Where the Question Opens,DAILY_REFLECTION,3,10.0,NO,SEE_REPETITION_CLUSTERS,YES,POTENTIAL,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Stay With the Question,DAILY_REFLECTION,3,10.0,NO,SEE_REPETITION_CLUSTERS,YES,POTENTIAL,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Gratitude for Change,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
What to Watch Changing,DAILY_REFLECTION,5,16.7,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Where It Becomes Visible,DAILY_REFLECTION,5,16.7,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Observe It Directly,DAILY_REFLECTION,5,16.7,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Gratitude Notices Enough,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Impermanence Softens Clinging,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Kindness Can Have Boundaries,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Let the Feeling Pass Through,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Attention in Motion,DAILY_REFLECTION,3,10.0,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
An Ordinary Place to Begin,DAILY_REFLECTION,3,10.0,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Use the Activity,DAILY_REFLECTION,3,10.0,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Letting Go Keeps the Care,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
The Experience to Notice,DAILY_REFLECTION,3,10.0,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Where the Grip Appears,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Try the Exercise,DAILY_REFLECTION,3,10.0,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Listen Before Answering,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Metta Without Pretending,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Work Can Carry Practice,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,POTENTIAL,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Begin With Intention,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Before the Day Chooses for You,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
The First Point of Contact,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Set the Intention,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Notice Before Fixing,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Return Through One Honest Breath,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
When to Pause,DAILY_REFLECTION,2,6.7,NO,SEE_REPETITION_CLUSTERS,YES,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
The Path Is One Step,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Patience Begins Before Anger Speaks,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Rest Without Escape,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
See the Conditions,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Simple Goodwill Counts,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Small Actions Shape the Mind,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Soften the Inner Argument,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Speech Can Reduce Suffering,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
The First Truth Is Kind,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Thoughts Are Visitors,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Walking Can Be Practice,DAILY_REFLECTION,1,3.3,NO,SEE_REPETITION_CLUSTERS,NO,POTENTIAL,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
"Avoid Evil, Do Good, Purify the Mind",DHAMMAPADA_REFLECTION,1,20.0,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Study Focus,DHAMMAPADA_REFLECTION,5,100.0,YES,SEE_REPETITION_CLUSTERS,YES,NO,REVIEWED_FAMILY_STRUCTURE,RETAIN_IF_USER_NEED_JUSTIFIES
Why This Passage Matters,DHAMMAPADA_REFLECTION,5,100.0,YES,SEE_REPETITION_CLUSTERS,YES,NO,REVIEWED_FAMILY_STRUCTURE,RETAIN_IF_USER_NEED_JUSTIFIES
Simple Explanation,DHAMMAPADA_REFLECTION,5,100.0,YES,SEE_REPETITION_CLUSTERS,YES,NO,REVIEWED_FAMILY_STRUCTURE,RETAIN_IF_USER_NEED_JUSTIFIES
Daily Life Meaning,DHAMMAPADA_REFLECTION,5,100.0,YES,SEE_REPETITION_CLUSTERS,YES,NO,REVIEWED_FAMILY_STRUCTURE,RETAIN_IF_USER_NEED_JUSTIFIES
Short Reflection Story,DHAMMAPADA_REFLECTION,5,100.0,YES,SEE_REPETITION_CLUSTERS,YES,NO,REVIEWED_FAMILY_STRUCTURE,RETAIN_IF_USER_NEED_JUSTIFIES
Interpretive Boundary,DHAMMAPADA_REFLECTION,5,100.0,YES,SEE_REPETITION_CLUSTERS,YES,NO,REVIEWED_FAMILY_STRUCTURE,RETAIN_IF_USER_NEED_JUSTIFIES
Modern Reflection,DHAMMAPADA_REFLECTION,5,100.0,YES,SEE_REPETITION_CLUSTERS,YES,NO,REVIEWED_FAMILY_STRUCTURE,RETAIN_IF_USER_NEED_JUSTIFIES
Study Question,DHAMMAPADA_REFLECTION,5,100.0,YES,SEE_REPETITION_CLUSTERS,YES,POTENTIAL,REVIEWED_FAMILY_STRUCTURE,RETAIN_IF_USER_NEED_JUSTIFIES
Text and Source Notes,DHAMMAPADA_REFLECTION,5,100.0,YES,SEE_REPETITION_CLUSTERS,YES,NO,LEGITIMATE_TRUST_OR_SAFETY,RETAIN_IF_USER_NEED_JUSTIFIES
Traditional References,DHAMMAPADA_REFLECTION,5,100.0,YES,SEE_REPETITION_CLUSTERS,YES,NO,REVIEWED_FAMILY_STRUCTURE,RETAIN_IF_USER_NEED_JUSTIFIES
Better Than a Thousand Empty Words,DHAMMAPADA_REFLECTION,1,20.0,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Hatred Is Not Ended by Hatred,DHAMMAPADA_REFLECTION,1,20.0,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Peace Comes from a Trained Mind,DHAMMAPADA_REFLECTION,1,20.0,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
The Mind Leads All Things,DHAMMAPADA_REFLECTION,1,20.0,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
The Noble Eightfold Path for Daily Life,LEARN_RESOURCE,1,50.0,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
"One Path, Three Areas of Training",LEARN_RESOURCE,1,50.0,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Wisdom,LEARN_RESOURCE,1,50.0,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
Ethical conduct,LEARN_RESOURCE,1,50.0,NO,SEE_REPETITION_CLUSTERS,NO,NO,PAGE_SPECIFIC_OR_OPTIONAL,RETAIN_IF_USER_NEED_JUSTIFIES
